         66773765 function calls (66611606 primitive calls) in 565.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      172    0.001    0.000    0.017    0.000 font_manager.py:1293(findfont)
     1556    0.001    0.000    0.004    0.000 artist.py:414(pchanged)
      133    0.001    0.000    0.178    0.001 hdulist.py:1278(_read_next_hdu)
      280    0.001    0.000    0.016    0.000 markers.py:299(_set_marker)
      329    0.001    0.000    0.017    0.000 header.py:182(__setitem__)
     1345    0.001    0.000    0.001    0.000 enum.py:709(__call__)
      748    0.001    0.000    0.002    0.000 font_manager.py:1251(score_weight)
      800    0.001    0.000    0.004    0.000 _base.py:328(__init__)
       46    0.001    0.000    0.008    0.000 base.py:85(_hdu_class_from_header)
      143    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       48    0.001    0.000   11.419    0.238 util.py:205(__call__)
       16    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
     1646    0.001    0.000    0.001    0.000 {method 'remove' of 'set' objects}
      494    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
     1555    0.001    0.000    0.001    0.000 header.py:62(_is_reserved_table_keyword)
      608    0.001    0.000    0.002    0.000 card.py:944(_format_keyword)
  818/774    0.001    0.000    0.004    0.000 contextlib.py:141(__exit__)
     1752    0.001    0.000    0.001    0.000 {method 'index' of 'str' objects}
      649    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
      104    0.001    0.000    0.006    0.000 text.py:157(_reset_visual_defaults)
      800    0.001    0.000    0.212    0.000 process.py:739(_adjust_process_count)
        8    0.001    0.000    0.002    0.000 arrayprint.py:987(fillFormat)
     2466    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
     2020    0.001    0.000    0.001    0.000 card.py:1317(_pad)
       14    0.001    0.000    0.015    0.001 base.py:1023(_verify)
      128    0.001    0.000    0.001    0.000 {built-in method _winapi.OpenProcess}
      407    0.001    0.000    0.001    0.000 getlimits.py:697(__init__)
      226    0.001    0.000    0.001    0.000 transforms.py:1972(rotate)
      100    0.001    0.000    0.020    0.000 fitsrec.py:231(__array_finalize__)
      337    0.001    0.000    0.001    0.000 inspect.py:2729(__init__)
       21    0.001    0.000    0.013    0.001 table.py:697(_populate_table_keywords)
      594    0.001    0.000    0.003    0.000 transforms.py:1848(transform_affine)
      108    0.001    0.000    0.001    0.000 _shape_base_impl.py:621(column_stack)
      576    0.001    0.000    0.002    0.000 colors.py:277(to_rgba)
       30    0.001    0.000    0.084    0.003 file.py:128(__init__)
     1572    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      778    0.001    0.000    0.001    0.000 {built-in method builtins.any}
      818    0.001    0.000    0.002    0.000 contextlib.py:287(helper)
    56/51    0.001    0.000    0.004    0.000 inspect.py:2463(_signature_from_callable)
      368    0.001    0.000    0.001    0.000 arrayprint.py:1073(__call__)
      160    0.001    0.000    0.001    0.000 artist.py:1167(update_from)
     2583    0.001    0.000    0.001    0.000 connection.py:1089(<genexpr>)
       23    0.001    0.000    0.118    0.005 compressed.py:53(__init__)
       91    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1589(find_spec)
      350    0.001    0.000    0.001    0.000 cbook.py:259(__init__)
       18    0.001    0.000    0.053    0.003 axis.py:1287(_update_ticks)
      153    0.001    0.000    0.004    0.000 column.py:996(_verify_keywords)
     2112    0.001    0.000    0.001    0.000 <frozen os>:703(__iter__)
1641/1575    0.001    0.000    0.002    0.000 <frozen abc>:121(__subclasscheck__)
  807/689    0.001    0.000    0.001    0.000 transforms.py:164(_invalidate_internal)
      272    0.001    0.000    0.002    0.000 column.py:832(array)
      107    0.001    0.000    0.005    0.000 fitsrec.py:691(field)
     1415    0.001    0.000    0.001    0.000 _function_base_impl.py:339(iterable)
      168    0.001    0.000    0.001    0.000 font_manager.py:1586(get_font)
      136    0.001    0.000    0.009    0.000 _tiled_compression.py:242(_get_compression_setting)
      321    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedReader' objects}
      832    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        8    0.001    0.000  469.680   58.710 Calibration.py:164(hough_transform)
     1032    0.001    0.000    0.001    0.000 font_manager.py:1349(<genexpr>)
      524    0.001    0.000    0.001    0.000 lines.py:1295(set_ydata)
      736    0.001    0.000    0.001    0.000 {built-in method numpy._core._multiarray_umath.dragon4_positional}
      824    0.001    0.000    0.001    0.000 threading.py:290(_acquire_restore)
     1588    0.001    0.000    0.001    0.000 card.py:533(is_blank)
     2503    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       60    0.001    0.000    0.030    0.001 column.py:1467(__init__)
      928    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
      701    0.000    0.000    0.016    0.000 header.py:867(get)
      808    0.000    0.000    0.009    0.000 process.py:79(wakeup)
     1063    0.000    0.000    0.016    0.000 card.py:521(image)
     2112    0.000    0.000    0.001    0.000 <frozen _collections_abc>:868(__iter__)
       24    0.000    0.000    0.000    0.000 {built-in method nt.lstat}
     1648    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
    413/7    0.000    0.000    0.001    0.000 verify.py:145(iter_lines)
     2083    0.000    0.000    0.001    0.000 <frozen os>:748(check_str)
     3248    0.000    0.000    0.000    0.000 connection.py:138(_check_readable)
      820    0.000    0.000    0.001    0.000 colors.py:218(_is_nth_color)
       30    0.000    0.000    0.014    0.000 column.py:1525(_init_from_array)
      168    0.000    0.000    0.012    0.000 font_manager.py:1363(_find_fonts_by_props)
      596    0.000    0.000    0.002    0.000 artist.py:102(_stale_axes_callback)
       48    0.000    0.000    1.537    0.032 _filters.py:257(gaussian_filter1d)
       14    0.000    0.000    0.004    0.000 header.py:668(tostring)
       16    0.000    0.000    1.126    0.070 filters.py:19(gaussian)
     1123    0.000    0.000    0.017    0.000 base.py:210(header)
      260    0.000    0.000    0.001    0.000 column.py:2279(_parse_tformat)
      380    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
       23    0.000    0.000   72.282    3.143 section.py:52(__getitem__)
      299    0.000    0.000    0.001    0.000 <frozen ntpath>:179(splitroot)
     2670    0.000    0.000    0.000    0.000 artist.py:292(axes)
      529    0.000    0.000    0.007    0.000 header.py:1455(remove)
      186    0.000    0.000    0.002    0.000 records.py:541(field)
  140/128    0.000    0.000    0.003    0.000 _base.py:851(_unstale_viewLim)
      398    0.000    0.000    0.001    0.000 lines.py:1276(set_xdata)
      124    0.000    0.000    0.001    0.000 transforms.py:599(padded)
        8    0.000    0.000   11.240    1.405 queues.py:194(_finalize_join)
       23    0.000    0.000    0.001    0.000 header.py:1847(_wildcardmatch)
      212    0.000    0.000    0.001    0.000 font_manager.py:876(set_size)
      689    0.000    0.000    0.001    0.000 transforms.py:155(invalidate)
  818/774    0.000    0.000    0.006    0.000 contextlib.py:132(__enter__)
     1604    0.000    0.000    0.002    0.000 card.py:428(comment)
      478    0.000    0.000    0.002    0.000 header.py:1764(get_insertion_idx)
       18    0.000    0.000    0.000    0.000 {built-in method nt._path_isfile}
       55    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      460    0.000    0.000    0.001    0.000 column.py:1753(__getitem__)
     50/2    0.000    0.000    0.030    0.015 text.py:926(get_window_extent)
      832    0.000    0.000    0.000    0.000 process.py:457(is_shutting_down)
     1236    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       24    0.000    0.000    1.539    0.064 _filters.py:326(gaussian_filter)
      384    0.000    0.000    0.001    0.000 lines.py:1203(_set_markercolor)
      182    0.000    0.000    0.001    0.000 transforms.py:2040(scale)
       76    0.000    0.000    0.001    0.000 base.py:152(__init__)
       18    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
      445    0.000    0.000    0.001    0.000 header.py:1827(_countblanks)
     1600    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_winapi.Overlapped' objects}
     3032    0.000    0.000    0.000    0.000 transforms.py:1039(get_points)
      130    0.000    0.000    0.001    0.000 column.py:302(__new__)
       23    0.000    0.000    0.011    0.000 header.py:1570(strip)
       14    0.000    0.000    0.001    0.000 util.py:714(_words_group)
      670    0.000    0.000    0.000    0.000 util.py:704(_str_to_num)
       14    0.000    0.000    0.012    0.001 _backend_tk.py:748(_set_image_for_button)
      126    0.000    0.000    0.000    0.000 transforms.py:2917(_interval_contains_close)
       16    0.000    0.000    0.858    0.054 _filters.py:495(sobel)
        8    0.000    0.000   12.836    1.605 process.py:827(shutdown)
     1310    0.000    0.000    0.000    0.000 artist.py:723(get_figure)
      128    0.000    0.000    0.002    0.000 font_manager.py:656(__init__)
       14    0.000    0.000    0.001    0.000 _backend_tk.py:774(_recolor_icon)
      128    0.000    0.000    0.001    0.000 lines.py:1144(set_linestyle)
     1345    0.000    0.000    0.000    0.000 enum.py:1112(__new__)
     1126    0.000    0.000    0.001    0.000 util.py:700(_is_int)
       24    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateNamedPipe}
      800    0.000    0.000    0.001    0.000 _base.py:65(add_result)
      241    0.000    0.000    0.004    0.000 header.py:2150(__getitem__)
       32    0.000    0.000    0.001    0.000 spawn.py:160(get_preparation_data)
      800    0.000    0.000    0.001    0.000 queue.py:217(_get)
      171    0.000    0.000    0.001    0.000 __init__.py:133(check_shape)
       32    0.000    0.000    0.209    0.007 process.py:110(start)
     1608    0.000    0.000    0.000    0.000 _index_tricks_impl.py:794(__getitem__)
        8    0.000    0.000    0.003    0.000 Calibration.py:341(median_pixels)
       18    0.000    0.000    0.001    0.000 numeric.py:2337(isclose)
      484    0.000    0.000    0.006    0.000 transforms.py:795(from_bounds)
      262    0.000    0.000    0.002    0.000 transforms.py:2498(composite_transform_factory)
     3920    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
      656    0.000    0.000    0.001    0.000 weakref.py:451(get)
      698    0.000    0.000    0.006    0.000 font_manager.py:961(copy)
       30    0.000    0.000    0.095    0.003 hdulist.py:1146(_readfrom)
    80/40    0.000    0.000    0.001    0.000 units.py:164(get_converter)
      392    0.000    0.000    0.001    0.000 arrayprint.py:787(_extendLine)
       32    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
       30    0.000    0.000    0.082    0.003 file.py:637(_open_filename)
    116/0    0.000    0.000    0.000          artist.py:53(draw_wrapper)
       74    0.000    0.000    0.000    0.000 column.py:2380(<genexpr>)
      356    0.000    0.000    0.001    0.000 cbook.py:1324(is_math_text)
     2452    0.000    0.000    0.000    0.000 font_manager.py:717(get_family)
      249    0.000    0.000    0.001    0.000 __init__.py:280(_compile)
      373    0.000    0.000    0.001    0.000 header.py:1834(_useblanks)
      901    0.000    0.000    0.001    0.000 queue.py:209(_qsize)
        4    0.000    0.000    0.000    0.000 {built-in method nt._getfinalpathname}
       51    0.000    0.000    0.001    0.000 column.py:275(dtype)
        1    0.000    0.000    0.000    0.000 font_manager.py:1554(_get_font)
       38    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:750(_compile_bytecode)
      128    0.000    0.000    0.001    0.000 backend_bases.py:680(__init__)
      366    0.000    0.000    0.011    0.000 artist.py:1237(set)
       23    0.000    0.000    0.097    0.004 hdulist.py:48(fitsopen)
       74    0.000    0.000    0.002    0.000 _internal.py:151(_commastring)
       52    0.000    0.000    0.001    0.000 transforms.py:2837(nonsingular)
      413    0.000    0.000    0.000    0.000 verify.py:138(__init__)
      271    0.000    0.000    0.002    0.000 header.py:2100(__getitem__)
      645    0.000    0.000    0.001    0.000 fitsrec.py:606(_coldefs)
       94    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
      748    0.000    0.000    0.001    0.000 font_manager.py:1167(_expand_aliases)
      128    0.000    0.000    0.002    0.000 connection.py:1143(reduce_pipe_connection)
     1010    0.000    0.000    0.000    0.000 cbook.py:1850(_str_equal)
      526    0.000    0.000    0.003    0.000 fromnumeric.py:211(reshape)
       14    0.000    0.000    0.000    0.000 _methods.py:151(_var)
     2490    0.000    0.000    0.000    0.000 font_manager.py:762(get_size)
       23    0.000    0.000    0.007    0.000 table.py:207(_init_tbdata)
        7    0.000    0.000   22.549    3.221 Calibration.py:668(save_aligned_spectrum)
     1500    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      946    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
     2284    0.000    0.000    0.000    0.000 font_manager.py:733(get_style)
      186    0.000    0.000    0.002    0.000 {method 'getfield' of 'numpy.ndarray' objects}
      392    0.000    0.000    0.001    0.000 arrayprint.py:801(_extendLine_pretty)
      824    0.000    0.000    0.000    0.000 threading.py:287(_release_save)
     2080    0.000    0.000    0.000    0.000 util.py:102(_notify)
      122    0.000    0.000    0.002    0.000 card.py:805(_parse_comment)
       41    0.000    0.000    0.000    0.000 _methods.py:99(_clip)
     1056    0.000    0.000    0.015    0.000 card.py:212(__str__)
      192    0.000    0.000    0.001    0.000 markers.py:250(_recache)
  136/128    0.000    0.000    0.001    0.000 spines.py:340(get_spine_transform)
      130    0.000    0.000    0.008    0.000 column.py:871(name)
     2016    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      228    0.000    0.000    0.001    0.000 text.py:1292(_preprocess_math)
      144    0.000    0.000    1.411    0.010 popen_spawn_win32.py:102(wait)
      452    0.000    0.000    0.002    0.000 figure.py:65(_stale_figure_callback)
        7    0.000    0.000    0.009    0.001 _tiled_compression.py:476(compress_image_data)
      171    0.000    0.000    0.002    0.000 path.py:99(__init__)
  353/302    0.000    0.000    0.020    0.000 {method 'view' of 'numpy.ndarray' objects}
     1616    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
       30    0.000    0.000    0.002    0.000 column.py:1699(dtype)
       53    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:1234(_find_spec)
      144    0.000    0.000    0.003    0.000 transforms.py:1472(transform)
       14    0.000    0.000    0.024    0.002 table.py:413(data)
      402    0.000    0.000    0.002    0.000 fromnumeric.py:3190(min)
